f5,f6,f10,f11,f13,f14,f15,f16,f18,f19,f1_c0,f1_c1,f1_c10,f1_c11,f1_c2,f1_c3,f1_c4,f1_c5,f1_c6,f1_c7,f1_c8,f1_c9,f2_c0,f2_c1,f3_c0,f3_c2,f4_c0,f4_c1,f4_c2,f4_c3,f4_c4,f4_c5,f4_c6,f4_c7,f7_c0,f7_c1,f7_c2,f8_c0,f8_c1,f8_c2,f8_c3,f8_c4,f9_c0,f9_c1,f9_c2,f9_c3,f12_c0,f12_c1,f12_c2,f17_c0,f17_c1,f17_c2,f20_c10,f20_c11,f20_c2,f20_c3,f20_c4,f20_c5,f20_c6,f20_c7,f20_c8,f20_c9
0.2,0.023809523809523808,0.9999999999999999,0.20378071833648193,0.06936866718627499,0.8786610878661087,0.0,0.0380952380952381,0.0630187519213034,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3866666666666667,0.0,0.9999999999999999,0.8778827977315693,0.3893219017926768,0.36820083682008375,0.6875,0.7977324263038549,0.01537042729787888,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.56,0.0,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9825396825396825,0.11128189363664309,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.41333333333333333,0.0,0.9999999999999999,1.0,0.4844115354637566,0.6150627615062758,1.0,0.9825396825396825,0.042729787888103284,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.13333333333333336,0.0,0.9999999999999999,0.512287334593573,0.3406079501169188,0.15481171548117167,0.33333333333333337,0.17573696145124718,0.11804488164770979,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32000000000000006,0.047619047619047616,0.9999999999999999,1.0,0.8823070927513683,0.37656903765690397,1.0,0.9823129251700679,0.058100215185982164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8000000000000002,0.0,0.0020040080160320644,0.10586011342154933,0.7116134060795005,0.5230125523012552,0.3541666666666667,0.061224489795918324,0.04918536735321242,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3866666666666667,0.023809523809523808,0.9999999999999999,0.8778827977315693,0.3893219017926768,0.36820083682008375,0.6875,0.790249433106576,0.10882262526898247,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.33333333333333337,0.047619047619047616,0.9999999999999999,1.0,0.8823070927513683,0.37656903765690397,1.0,0.9591836734693876,0.055333538272363966,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.25333333333333335,0.023809523809523808,0.9999999999999999,0.512287334593573,0.269680436476996,0.19246861924686187,0.33333333333333337,0.16077097505668936,0.09130033814940054,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.8533333333333334,0.023809523809523808,0.00501002004008016,0.20378071833648193,0.08963367108339781,1.0,0.0,0.021088435374149672,0.10052259452812788,0.16666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.21333333333333332,0.0,0.9999999999999999,0.4257088846880883,0.0,0.8117154811715481,0.10416666666666674,0.055328798185941025,0.03781125115278205,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.17333333333333334,0.0,0.9999999999999999,1.0,0.4844115354637566,0.6150627615062758,1.0,0.9816326530612246,0.044574239163848756,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.16000000000000003,0.11904761904761904,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.980045351473923,0.023670458038733477,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.24,0.0,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9573696145124718,0.05502612972640639,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.42666666666666664,0.023809523809523808,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9811791383219955,0.024900092222563786,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.03999999999999998,0.0,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9569160997732428,0.07316323393790347,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.24,0.09523809523809523,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9573696145124718,0.050722410083000304,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32000000000000006,0.0,0.9999999999999999,0.512287334593573,0.269680436476996,0.19246861924686187,0.33333333333333337,0.16077097505668936,0.09837073470642484,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5466666666666667,0.023809523809523808,0.9999999999999999,0.512287334593573,0.3406079501169188,0.15481171548117167,0.33333333333333337,0.1746031746031746,0.14847832769751,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.25333333333333335,0.14285714285714285,0.9999999999999999,0.8778827977315693,0.3893219017926768,0.36820083682008375,0.6875,0.7678004535147392,0.0780817706732247,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.0,0.9999999999999999,0.10586011342154933,0.7225253312548716,0.4602510460251046,0.3541666666666667,0.01768707482993198,0.00891484783276975,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1866666666666667,0.0,0.9999999999999999,1.0,0.8823070927513683,0.37656903765690397,1.0,0.9589569160997734,0.13525976022133415,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.30666666666666664,0.047619047619047616,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9569160997732428,0.03197048877958807,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3466666666666667,0.047619047619047616,0.9999999999999999,1.0,0.8823070927513683,0.37656903765690397,1.0,0.9811791383219955,0.09837073470642484,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.52,0.09523809523809523,0.9999999999999999,1.0,0.8823070927513683,0.37656903765690397,1.0,0.9802721088435374,0.12388564402090377,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.25333333333333335,0.023809523809523808,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9571428571428572,0.13679680295112204,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.21333333333333332,0.0,0.9999999999999999,1.0,0.4844115354637566,0.6150627615062758,1.0,0.9811791383219955,0.0617891177374731,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2,0.0,0.9999999999999999,0.20378071833648193,0.17459080280592332,0.8661087866108788,0.0,0.01836734693877551,0.12941899784814018,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.16000000000000003,0.0,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9575963718820862,0.09345219797110359,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.44000000000000006,0.0,0.9999999999999999,0.512287334593573,0.2501948558066971,0.03347280334728042,0.33333333333333337,0.22199546485260774,0.022748232400860744,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.3466666666666667,0.0,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9807256235827667,0.03412234860129111,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.24,0.023809523809523808,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9578231292517007,0.03965570242852751,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.30666666666666664,0.07142857142857142,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9809523809523809,0.07285582539194589,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.08000000000000002,0.0,0.9999999999999999,0.4257088846880883,0.10444271239282443,0.7196652719665269,0.10416666666666674,0.0927437641723356,0.11374116200430372,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4,0.40476190476190477,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9825396825396825,0.04703350753150937,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.52,0.023809523809523808,0.9999999999999999,0.4257088846880883,0.10444271239282443,0.7196652719665269,0.10416666666666674,0.09614512471655332,0.0946818321549339,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.26666666666666666,0.11904761904761904,0.9999999999999999,0.512287334593573,0.269680436476996,0.19246861924686187,0.33333333333333337,0.13945578231292516,0.007992622194897018,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3866666666666667,0.0,0.9999999999999999,0.20378071833648193,0.06936866718627499,0.8786610878661087,0.0,0.03310657596371877,0.12542268675069165,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.12,0.0,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9811791383219955,0.04180756225023055,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.56,0.07142857142857142,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9807256235827667,0.027974177682139563,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.30666666666666664,0.0,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.98140589569161,0.044574239163848756,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.44000000000000006,0.0,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9569160997732428,0.5265908392253305,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,0.07142857142857142,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9573696145124718,0.07869658776513987,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5333333333333333,0.11904761904761904,0.9999999999999999,1.0,0.4844115354637566,0.6150627615062758,1.0,0.9816326530612246,0.010451890562557638,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.17333333333333334,0.023809523809523808,0.9999999999999999,1.0,0.8823070927513683,0.37656903765690397,1.0,0.9811791383219955,0.12941899784814018,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.41333333333333333,0.023809523809523808,0.9999999999999999,1.0,0.4844115354637566,0.6150627615062758,1.0,0.9825396825396825,0.07039655702428527,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3733333333333334,0.0,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9825396825396825,0.2591454042422379,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.56,0.023809523809523808,0.0020040080160320644,0.20378071833648193,0.06936866718627499,0.8786610878661087,0.0,0.0380952380952381,0.10083000307408545,0.16666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.17333333333333334,0.0,0.9999999999999999,1.0,0.4844115354637566,0.6150627615062758,1.0,0.981859410430839,0.03074085459575776,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.24,0.023809523809523808,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9575963718820862,0.026437134952351674,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.21333333333333332,0.0,0.9999999999999999,1.0,0.4844115354637566,0.6150627615062758,1.0,0.98140589569161,0.036889025514909315,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.26666666666666666,0.023809523809523808,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.9807256235827667,0.05133722717491546,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.17333333333333334,0.0,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9578231292517007,0.11066707654472793,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41333333333333333,0.0,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.98140589569161,0.054718721180448814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33333333333333337,0.023809523809523808,0.9999999999999999,0.512287334593573,0.3406079501169188,0.15481171548117167,0.33333333333333337,0.1786848072562358,0.058100215185982164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2,0.0,0.9999999999999999,0.10586011342154933,0.7225253312548716,0.4602510460251046,0.3541666666666667,0.028571428571428525,0.003996311097448509,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.13333333333333336,0.023809523809523808,0.9999999999999999,0.8597353497164448,0.6987529228371017,0.602510460251046,0.9375,0.9569160997732428,0.013218567476175837,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.56,0.023809523809523808,0.9999999999999999,0.512287334593573,0.3406079501169188,0.15481171548117167,0.33333333333333337,0.1746031746031746,0.03719643406086689,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.17333333333333334,0.0,0.9999999999999999,1.0,0.8823070927513683,0.37656903765690397,1.0,0.9589569160997734,0.0534890869966185,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.25333333333333335,0.11904761904761904,0.9999999999999999,0.512287334593573,0.269680436476996,0.19246861924686187,0.33333333333333337,0.16303854875283447,0.002151859821703043,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2,0.023809523809523808,0.9999999999999999,0.512287334593573,0.2501948558066971,0.03347280334728042,0.33333333333333337,0.20884353741496597,0.03535198278512142,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.14666666666666667,0.0,0.9999999999999999,1.0,0.6691348402182413,0.33891213389121333,1.0,0.98140589569161,0.032892714417460805,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3466666666666667,0.23809523809523805,0.9999999999999999,1.0,0.4844115354637566,0.6150627615062758,1.0,0.9816326530612246,0.003996311097448509,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
